route_id,bus_number,starting_point,ending_point,via,via_stops,bus_count,high_frequency_route,night_service_route,low_frequency_route,rainfall_index
472,596A,cmbt,thiruvallur - pandur,"Koyambedu, Nerkundram, Madhuravoyal, Kumanan chavadi, Poonamallee, Thirumazhisai, Vellavedu, Nemam, Pudhuchatiram, Mettukandigai, Arnavoyal kuppam, Arnavoyal, Murkancherry, Manavalan Nagar, Thiruvallur","['Koyambedu', ' Nerkundram', ' Madhuravoyal', ' Kumanan chavadi', ' Poonamallee', ' Thirumazhisai', ' Vellavedu', ' Nemam', ' Pudhuchatiram', ' Mettukandigai', ' Arnavoyal kuppam', ' Arnavoyal', ' Murkancherry', ' Manavalan Nagar', ' Thiruvallur']",15,0,0,0,27
473,596P,cmbt,thiruvallur,"Koyambedu, Nerkundram, Madhuravoyal, Kumanan chavadi, Poonamallee, Chembarabakkam, TSR Rajalakshmi nagar, Mannur, Puduvallur Jn., Sunnabukulam, Aranvoyal, Manavalan Nagar","['Koyambedu', ' Nerkundram', ' Madhuravoyal', ' Kumanan chavadi', ' Poonamallee', ' Chembarabakkam', ' TSR Rajalakshmi nagar', ' Mannur', ' Puduvallur Jn.', ' Sunnabukulam', ' Aranvoyal', ' Manavalan Nagar']",12,0,0,1,81
474,597,thiruvallur,t. nagar/mandaveli,"Guindy, Ramapuram, Porur, Iyypanthangal, Kumanan chavadi, Poonamallee, Thirumazhisai, Vellavedu, Nemam, Pudhuchatiram, Mettukandigai, Arnavoyal kuppam, Arnavoyal, Murkancherry, Manavalan Nagar","['Guindy', ' Ramapuram', ' Porur', ' Iyypanthangal', ' Kumanan chavadi', ' Poonamallee', ' Thirumazhisai', ' Vellavedu', ' Nemam', ' Pudhuchatiram', ' Mettukandigai', ' Arnavoyal kuppam', ' Arnavoyal', ' Murkancherry', ' Manavalan Nagar']",15,1,0,0,44
475,599,t. nagar,mamallapuram,"Saidapet, Adyar, Thiruvanmiyur, Injambakkam, Kovalam, Thiruvedanthai, Vadanemili","['Saidapet', ' Adyar', ' Thiruvanmiyur', ' Injambakkam', ' Kovalam', ' Thiruvedanthai', ' Vadanemili']",7,0,0,0,49
476,5A,t. nagar,tambaram east,"Saidapet, Velachery, Medavakkam, Camp Road","['Saidapet', ' Velachery', ' Medavakkam', ' Camp Road']",4,1,1,0,54
477,5B,t. nagar,mylapore,"Saidapet, Anna University, Adyar, Sathyastudio, Mandaveli","['Saidapet', ' Anna University', ' Adyar', ' Sathyastudio', ' Mandaveli']",5,1,0,0,12
478,5C,broadway,taramani,"Madhya Kailash, Kotturpuram, Alwarpet, Royapettah, Chennai Central","['Madhya Kailash', ' Kotturpuram', ' Alwarpet', ' Royapettah', ' Chennai Central']",5,0,0,0,53
479,5E,vadapalani,besant nagar,"Vadapalani temple, Nesapakkam, MGR nagar, KK Nagar, Ashok pillar, Jafferkhanpet, Mettupalayam, Srinivasa theater, CIT nagar, Saidapet, Anna university, Adyar, Adyar Depot, Vannanthurai, Velankkani church","['Vadapalani temple', ' Nesapakkam', ' MGR nagar', ' KK Nagar', ' Ashok pillar', ' Jafferkhanpet', ' Mettupalayam', ' Srinivasa theater', ' CIT nagar', ' Saidapet', ' Anna university', ' Adyar', ' Adyar Depot', ' Vannanthurai', ' Velankkani church']",15,1,1,0,90
480,5G,t. nagar,kannagi nagar,"Saidapet, Velachery, Taramani, RMZ, Perugudi","['Saidapet', ' Velachery', ' Taramani', ' RMZ', ' Perugudi']",5,0,0,0,29
481,5K,mylapore,taramani,,[],0,0,0,0,5
482,5R,saidapet,velachery,"Guindy, N.G.O. Colony, St.Thomas Mount, Vanuvampet, Velachery MRTS","['Guindy', ' N.G.O. Colony', ' St.Thomas Mount', ' Vanuvampet', ' Velachery MRTS']",5,0,0,0,45
483,5S,thiruvanmiyur,t.nagar,"Adyar, Kotturpuram","['Adyar', ' Kotturpuram']",2,0,0,0,9
484,5T,vadapalani,taramani,"Saidapet, T.Nagar, Ashok pillar, K.K.Nagar","['Saidapet', ' T.Nagar', ' Ashok pillar', ' K.K.Nagar']",4,0,0,0,7
485,60,anakaputhur,broadway,"Pammal, Pallavaram, Guindy, Little Mount, Saidapet, Teynampet, DMS, TVS, Simpson, Central R.S","['Pammal', ' Pallavaram', ' Guindy', ' Little Mount', ' Saidapet', ' Teynampet', ' DMS', ' TVS', ' Simpson', ' Central R.S']",10,0,0,0,24
486,60A,kundrathur murugan temple,high court,"Kundrathur, Andankuppam, Anakaputhur, Pammal, Pallavaram, Guindy, Little Mount, Saidapet, Teynampet, DMS, TVS, Simpson, Central R.S","['Kundrathur', ' Andankuppam', ' Anakaputhur', ' Pammal', ' Pallavaram', ' Guindy', ' Little Mount', ' Saidapet', ' Teynampet', ' DMS', ' TVS', ' Simpson', ' Central R.S']",13,0,0,0,41
487,60C,anakaputhur,broadway,"Pammal, Pallavaram, Guindy, Little Mount, Saidapet, Teynampet, DMS, TVS, Simpson, Central R.S","['Pammal', ' Pallavaram', ' Guindy', ' Little Mount', ' Saidapet', ' Teynampet', ' DMS', ' TVS', ' Simpson', ' Central R.S']",10,0,0,1,51
488,60D,broadway,"kamarajpuram, anakaputhur","Pallavaram, Guindy","['Pallavaram', ' Guindy']",2,0,0,1,30
489,60E,broadway,kundrathur,"Andankuppam, Anakaputtur, Pallavaram, Guindy, Anna University, Adyar, Sathyastudio, MRC Nagar, Pattinapakkam, AIR, Kannagi Statue, Annasquare","['Andankuppam', ' Anakaputtur', ' Pallavaram', ' Guindy', ' Anna University', ' Adyar', ' Sathyastudio', ' MRC Nagar', ' Pattinapakkam', ' AIR', ' Kannagi Statue', ' Annasquare']",12,0,0,0,100
490,60G,broadway,pozhichalur,"Pallavaram, Guindy, Anna University, Adyar, Sathyastudio, MRC Nagar, Pattinapakkam, AIR, Kannagi Statue, Annasquare","['Pallavaram', ' Guindy', ' Anna University', ' Adyar', ' Sathyastudio', ' MRC Nagar', ' Pattinapakkam', ' AIR', ' Kannagi Statue', ' Annasquare']",10,0,0,0,59
491,60H,broadway,"shankar nagar, pammal","Pammal, Pallavaram, Guindy","['Pammal', ' Pallavaram', ' Guindy']",3,0,0,1,44
492,61A,ambattur i.e,melapedu,"Dunlop, Amabttur OT, Thirumullaivoyil, Avadi, HVF Hospital","['Dunlop', ' Amabttur OT', ' Thirumullaivoyil', ' Avadi', ' HVF Hospital']",5,0,0,0,98
493,61B,cmbt,arakkambakkam,"Thirumangalam, Collector Nagar, Ambattur IE, Avadi, HVF Hospital, Kovilpadagai, Vellanur, Veerapuram","['Thirumangalam', ' Collector Nagar', ' Ambattur IE', ' Avadi', ' HVF Hospital', ' Kovilpadagai', ' Vellanur', ' Veerapuram']",8,0,0,0,50
494,61C,avadi,muthapudupet,"HVF Hospital, HVF Main Gate","['HVF Hospital', ' HVF Main Gate']",2,1,1,0,51
495,61D,broadway,kadavoor,"Central R.S, Purasaiwakkam, Ayanavaram, Nadhamuni, Padi, Amabattur IE, Avadi, HVF Hospital, Kovilpadagai, Veerapuram","['Central R.S', ' Purasaiwakkam', ' Ayanavaram', ' Nadhamuni', ' Padi', ' Amabattur IE', ' Avadi', ' HVF Hospital', ' Kovilpadagai', ' Veerapuram']",10,0,0,0,87
496,61D xt,broadway,kilkondaiyar,"Avadi, Kadavoor","['Avadi', ' Kadavoor']",2,1,0,0,93
497,61E,broadway,kilkondaiyar,"Ambattur IE, Avadi, HVF Hospital, Kovilpadagai, Vellanur, Veerapuram, Arakkambakkam","['Ambattur IE', ' Avadi', ' HVF Hospital', ' Kovilpadagai', ' Vellanur', ' Veerapuram', ' Arakkambakkam']",7,0,0,1,41
498,61K,avadi,kaniyamman nagar,"HVF Hospital, Kovilpadagai, Veerapuram","['HVF Hospital', ' Kovilpadagai', ' Veerapuram']",3,0,0,0,70
499,61R,avadi,red hills,"HVF Hospital, Kovilpadagai, Vellanur, Veerapuram, Kadavoor","['HVF Hospital', ' Kovilpadagai', ' Vellanur', ' Veerapuram', ' Kadavoor']",5,0,0,0,90
500,62,poonamallee,red hills,"Karayan chavadi, Seeneerkuppam, Goverdhangiri, Avadi Market, Avadi, Thirumullaivoyal, Ambathur OT, Pudur, Kallikuppam, Puzhal, Bypass road, Kavangarai, Ayurveda Ashramam","['Karayan chavadi', ' Seeneerkuppam', ' Goverdhangiri', ' Avadi Market', ' Avadi', ' Thirumullaivoyal', ' Ambathur OT', ' Pudur', ' Kallikuppam', ' Puzhal', ' Bypass road', ' Kavangarai', ' Ayurveda Ashramam']",13,1,0,0,72
501,62,avadi,red hills,"Thirumullaivoyal, Ambathur OT, Pudur, Kallikuppam, Surapedu, Puzhal, Bypass road, Kavangarai, Ayurveda Ashramam","['Thirumullaivoyal', ' Ambathur OT', ' Pudur', ' Kallikuppam', ' Surapedu', ' Puzhal', ' Bypass road', ' Kavangarai', ' Ayurveda Ashramam']",9,0,1,0,76
502,62A,red hills,ambattur i.e,Pudur,['Pudur'],1,0,0,0,69
503,62C,red hills,srmc(porur),"Iyyapanthangal, Kattupakkam, Kumanan chavadi, Saveetha Engineering College, Ayapakkam, Ambathur OT, Pudur, Kallikuppam, Puzhal, Bypass road, Kavangarai, Ayurveda Ashramam","['Iyyapanthangal', ' Kattupakkam', ' Kumanan chavadi', ' Saveetha Engineering College', ' Ayapakkam', ' Ambathur OT', ' Pudur', ' Kallikuppam', ' Puzhal', ' Bypass road', ' Kavangarai', ' Ayurveda Ashramam']",12,0,0,1,14
504,62D,koyambedu market,puzhal,,[],0,0,0,1,20
505,62E,koyambedu market,madanakuppam,,[],0,0,0,1,20
506,62xt,poonamallee,padiyanallur,"Karayan chavadi, Seeneerkuppam, Goverdhangiri, Avadi Market, Avadi, Thirumullaivoyal, Ambathur OT, Pudur, Kallikuppam, Puzhal, Bypass road, Kavangarai, Ayurveda Ashramam, Red Hills","['Karayan chavadi', ' Seeneerkuppam', ' Goverdhangiri', ' Avadi Market', ' Avadi', ' Thirumullaivoyal', ' Ambathur OT', ' Pudur', ' Kallikuppam', ' Puzhal', ' Bypass road', ' Kavangarai', ' Ayurveda Ashramam', ' Red Hills']",14,0,0,0,82
507,64P,minjur,perambur,"Napalayam, Manali new town, MFL, CPCL, Manali, Madhavaram Milk colony, Moolakadai","['Napalayam', ' Manali new town', ' MFL', ' CPCL', ' Manali', ' Madhavaram Milk colony', ' Moolakadai']",7,1,0,0,36
508,65,avadi,poonamallee,"Govardhanagiri, Mettupalayam, Kaduveti, Karaiyanchavadi","['Govardhanagiri', ' Mettupalayam', ' Kaduveti', ' Karaiyanchavadi']",4,0,0,1,57
509,65A,saidapet,muthapudupet,"Guindy, Porur, Kumananchavadi, Karaiyanchavadi, Avadi, HVF Hospital","['Guindy', ' Porur', ' Kumananchavadi', ' Karaiyanchavadi', ' Avadi', ' HVF Hospital']",6,0,0,1,45
510,65B,ambattur i.e,poonamallee,"Karayan chavadi, Seeneerkuppam, Goverdhangiri, Avadi Market, Avadi, Thirumullaivoyal, Ambathur OT, Canara bank, Dunlop, AMBIT Park","['Karayan chavadi', ' Seeneerkuppam', ' Goverdhangiri', ' Avadi Market', ' Avadi', ' Thirumullaivoyal', ' Ambathur OT', ' Canara bank', ' Dunlop', ' AMBIT Park']",10,1,0,0,88
511,65C,ambattur i.e,pakkam,"Dunlop, Ambattur OT, Thirumulaivoyil, Avadi, Pattabiram, Jaya College, Thirunindravur","['Dunlop', ' Ambattur OT', ' Thirumulaivoyil', ' Avadi', ' Pattabiram', ' Jaya College', ' Thirunindravur']",7,0,0,0,56
512,65D,avadi,melkondaiyur,"Pattabiram, Thirunindravur","['Pattabiram', ' Thirunindravur']",2,0,0,0,84
513,65E,ambattur i.e,poonamallee,"Ambattur OT, Avadi, Kamaraj Nagar, Karaiyanchavadi","['Ambattur OT', ' Avadi', ' Kamaraj Nagar', ' Karaiyanchavadi']",4,0,0,0,41
514,65G,avadi,meyyur,"Pattabiram, Thirunindravur","['Pattabiram', ' Thirunindravur']",2,0,0,0,6
515,65H,avadi,red hills,"Pattabiram, Thirunindravur","['Pattabiram', ' Thirunindravur']",2,0,0,1,72
516,65K,avadi,poonamallee,"Govardhanagiri, Mettupalayam Rd JN, Parivakkam Rd JN, Kaduveti, Karaiyanchavadi","['Govardhanagiri', ' Mettupalayam Rd JN', ' Parivakkam Rd JN', ' Kaduveti', ' Karaiyanchavadi']",5,0,0,1,19
517,65P,ambattur i.e,pattabiram,"Ambattur OT, Avadi Market, Poonamallee, Thandurai","['Ambattur OT', ' Avadi Market', ' Poonamallee', ' Thandurai']",4,0,0,1,96
518,65R,ambattur i.e,iyyapanthangal,"Ambattur OT, Avadi Market, Karaiyanchavadi, Kumananchavadi","['Ambattur OT', ' Avadi Market', ' Karaiyanchavadi', ' Kumananchavadi']",4,0,0,0,69
519,65T,poonamallee,korattur,"Pattravakkam, Ambattur OT, Avadi Market, Karaiyanchavadi","['Pattravakkam', ' Ambattur OT', ' Avadi Market', ' Karaiyanchavadi']",4,0,0,1,58
520,65V,poonamallee,villivakkam,"Nadhamuni, Padi, Ambattur I.E, Ambattur OT, Avadi, Karaiyanchavadi","['Nadhamuni', ' Padi', ' Ambattur I.E', ' Ambattur OT', ' Avadi', ' Karaiyanchavadi']",6,0,0,0,96
521,66,poonamallee,tambaram,"MEPZ, Chrompet, Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Karaiyanchavadi","['MEPZ', ' Chrompet', ' Pallavaram', ' Pammal', ' Anakaputhur', ' Kundrathur', ' Mangadu', ' Karaiyanchavadi']",8,1,0,0,4
522,66A,hasthinapuram,kundrathur,"Anakaputhur, Pammal, Pallavaram, Chromepet","['Anakaputhur', ' Pammal', ' Pallavaram', ' Chromepet']",4,0,0,1,50
523,66K,kilkattalai,poonamallee,"Inchangadu, Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Kumananchavadi, Karaiyanchavadi","['Inchangadu', ' Pallavaram', ' Pammal', ' Anakaputhur', ' Kundrathur', ' Mangadu', ' Kumananchavadi', ' Karaiyanchavadi']",8,0,0,0,75
524,66P,pattabiram,tambaram,"Pallavaram, Kundrathur, Poonamallee,Parivakkam, Chittukadu,Thandarai","['Pallavaram', ' Kundrathur', ' Poonamallee', 'Parivakkam', ' Chittukadu', 'Thandarai']",6,0,0,1,14
525,66S,poonamallee,sholinganallur,"Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Karaiyanchavadi","['Pallavaram', ' Pammal', ' Anakaputhur', ' Kundrathur', ' Mangadu', ' Karaiyanchavadi']",6,0,0,1,56
526,6A,tollgate,besant nagar,"Adyar, Foreshore Estate, Triplicane, Parry's Corner, Maharani, Washermanpet,","['Adyar', ' Foreshore Estate', ' Triplicane', "" Parry's Corner"", ' Maharani', ' Washermanpet', '']",7,0,0,0,53
527,6D,thiruvanmiyur,tollgate,"Besant Nagar, Foreshore Estate, Parry's Corner","['Besant Nagar', ' Foreshore Estate', "" Parry's Corner""]",3,1,0,0,3
528,6E,thiruvanmiyur,tollgate,"Adyar, Foreshore Estate, Parry's Corner, Kasimedu","['Adyar', ' Foreshore Estate', "" Parry's Corner"", ' Kasimedu']",4,0,0,1,18
529,6F,air nagar,fore shore estate,"Thiruvottriyur, Therady, Royapuram Parry's Corner, Anna square, QMC, Santhome","['Thiruvottriyur', ' Therady', "" Royapuram Parry's Corner"", ' Anna square', ' QMC', ' Santhome']",6,0,0,0,56
530,70,avadi,tambaram,"Ambattur, Padi, Thirumangalam, CMBT, Vadapalani, Ashok Pillar, Chennai Airport, Pallavaram, Chromepet","['Ambattur', ' Padi', ' Thirumangalam', ' CMBT', ' Vadapalani', ' Ashok Pillar', ' Chennai Airport', ' Pallavaram', ' Chromepet']",9,1,1,0,75
531,70A,avadi,vandalur zoo,Tambaram,['Tambaram'],1,1,0,0,15
532,70B,avadi,chromepet lakshmi,"Ambattur OT, Collector Nagar, CMBT, Vadapalani, Udhayam, Pallavaram","['Ambattur OT', ' Collector Nagar', ' CMBT', ' Vadapalani', ' Udhayam', ' Pallavaram']",6,0,0,0,40
533,70C,koyambedu market,tambaram,"Vadapalani, Udhayam, Pallavaram, Tambaram","['Vadapalani', ' Udhayam', ' Pallavaram', ' Tambaram']",4,0,0,0,19
534,70C xt,koyambedu market,mambakkam,"CMBT, Vadapalani, Ashok nagar, Guindy, Pallavaram, Chrompet, Tambaram, Tambaram East, Camp road, Rajakilpakkam, Kozhipannai, Madambakkam, Jothi nagar, Sithalapakkam Housing board, Kovilancherry, Madurapakkam, Ponmar, Mambakkam Kulam","['CMBT', ' Vadapalani', ' Ashok nagar', ' Guindy', ' Pallavaram', ' Chrompet', ' Tambaram', ' Tambaram East', ' Camp road', ' Rajakilpakkam', ' Kozhipannai', ' Madambakkam', ' Jothi nagar', ' Sithalapakkam Housing board', ' Kovilancherry', ' Madurapakkam', ' Ponmar', ' Mambakkam Kulam']",18,0,0,0,31
535,70D,ambattur i.e,madipakkamb.s.,"Collector Nagar, CMBT, Vadapalani, Ashok Nagar, Guindy, Velachery, Ram nagar","['Collector Nagar', ' CMBT', ' Vadapalani', ' Ashok Nagar', ' Guindy', ' Velachery', ' Ram nagar']",7,0,0,0,85
536,70E,cmbt,veppampattu,"Collector Nagar, Ambattur OT, Avadi, Pattabiram, Thirunindravur","['Collector Nagar', ' Ambattur OT', ' Avadi', ' Pattabiram', ' Thirunindravur']",5,0,0,0,37
537,70G,ayanavaram,tambaram,"Anna Nagar East, Thirumangalam, CMBT, Vadapalani, Ashok Pillar, Chennai Airport, Pallavaram, Chromepet","['Anna Nagar East', ' Thirumangalam', ' CMBT', ' Vadapalani', ' Ashok Pillar', ' Chennai Airport', ' Pallavaram', ' Chromepet']",8,0,0,0,52
538,70K,kilkattalai,cmbt,"Velachery, Guindy, Ashok Pillar, Vadapalani","['Velachery', ' Guindy', ' Ashok Pillar', ' Vadapalani']",4,0,0,1,10
539,70L,ambattur karukku,cmbt,,[],0,0,0,0,61
540,70P,veppampattu,t. nagar,"Thirunindravur, Avadi, Ambattur OT, Collector Nagar, CMBT, Liberty","['Thirunindravur', ' Avadi', ' Ambattur OT', ' Collector Nagar', ' CMBT', ' Liberty']",6,0,0,1,79
541,70S,cmbt,kannagi nagar,"Velachery, SRP Tools","['Velachery', ' SRP Tools']",2,0,0,0,63
542,70T,villivakkam,tambaram,"Nadhamuni, Thirumangalam, CMBT, Vadapalani, Guindy, Pallavaram","['Nadhamuni', ' Thirumangalam', ' CMBT', ' Vadapalani', ' Guindy', ' Pallavaram']",6,0,0,0,90
543,70V,koyambedu,guduvanchery,"Vadapalani, Pallavaram, Tambaram","['Vadapalani', ' Pallavaram', ' Tambaram']",3,0,0,0,81
544,70W,mugappair west,velachery,"Wavin, Collector Nagar, CMBT, Vadapalani, Ashok Pillar, Guindy","['Wavin', ' Collector Nagar', ' CMBT', ' Vadapalani', ' Ashok Pillar', ' Guindy']",6,0,0,1,74
545,71,broadway,ambattur ot,"Central R.S, Taylors Road, New Avadi road, Nadhamuni, Padi, Ambattur IE","['Central R.S', ' Taylors Road', ' New Avadi road', ' Nadhamuni', ' Padi', ' Ambattur IE']",6,0,0,0,24
546,71D,broadway,pudur,"Central R.S, Nadhamuni, Padi, Ambattur IE, Ambattur OT","['Central R.S', ' Nadhamuni', ' Padi', ' Ambattur IE', ' Ambattur OT']",5,0,0,0,91
547,71E,broadway / ambattur i.e (ns),thirunindravur,"Central R.S, New Avadi road, Nadhamuni, Ambattur I.E, Ambattur OT, Avadi","['Central R.S', ' New Avadi road', ' Nadhamuni', ' Ambattur I.E', ' Ambattur OT', ' Avadi']",6,1,1,0,17
548,71F,broadway,senthil nagar,"Central R.S, Nadhamuni, Ambattur IE, Ambattur OT","['Central R.S', ' Nadhamuni', ' Ambattur IE', ' Ambattur OT']",4,0,0,0,73
549,71H,broadway,avadi kamaraj nagar,"Central R.S, New Avadi road, Nadhamuni, Ambattur IE, Ambattur OT, Avadi","['Central R.S', ' New Avadi road', ' Nadhamuni', ' Ambattur IE', ' Ambattur OT', ' Avadi']",6,0,0,0,44
550,71V,broadway,veppampattu,"Central R.S, Nadhamuni, Ambattur I.E, Ambattur OT, Avadi, Thirunindravur","['Central R.S', ' Nadhamuni', ' Ambattur I.E', ' Ambattur OT', ' Avadi', ' Thirunindravur']",6,0,0,0,86
551,79K,oragadam,keelkattalai,"Padappai, Mudichur, West Tambaram, East Tambaram, Camp Road, Kamarajapuram, Medavakkam Koot Road, Kovilambakkam","['Padappai', ' Mudichur', ' West Tambaram', ' East Tambaram', ' Camp Road', ' Kamarajapuram', ' Medavakkam Koot Road', ' Kovilambakkam']",8,0,0,1,20
552,7B,broadway,korattur,"Central R.S, Periamet, Vepery, Doveton, Pattalam, Otteri, Ayanavaram, Joint Office, ICF, Kalpana(Villivakkam), Nathamuni","['Central R.S', ' Periamet', ' Vepery', ' Doveton', ' Pattalam', ' Otteri', ' Ayanavaram', ' Joint Office', ' ICF', ' Kalpana(Villivakkam)', ' Nathamuni']",11,1,0,0,31
553,7E,broadway,ambattur i.e,"Central R.S, Vepery, Purasaiwakkam, Kellys, Kilpauk Gardens, Chinthamani, Thirumangalam, Wavin","['Central R.S', ' Vepery', ' Purasaiwakkam', ' Kellys', ' Kilpauk Gardens', ' Chinthamani', ' Thirumangalam', ' Wavin']",8,0,0,0,57
554,7F,broadway,anna nagar west,"Central R.S, Vepery, Purasaiwakkam, Kellys, Kilpauk Gardens, Chinthamani, Thirumangalam","['Central R.S', ' Vepery', ' Purasaiwakkam', ' Kellys', ' Kilpauk Gardens', ' Chinthamani', ' Thirumangalam']",7,1,0,0,53
555,7G,broadway,kaviarasu kannadasan nagar,"Moolakadai, Perambur market, Pattalam, Doveton, Periamedu, Central R.S","['Moolakadai', ' Perambur market', ' Pattalam', ' Doveton', ' Periamedu', ' Central R.S']",6,0,0,0,46
556,7H,broadway,mogappair east,"Central R.S, Vepery, Purasaiwakkam, Kellys, Kilpauk Gardens, Chinthamani, Thirumangalam,","['Central R.S', ' Vepery', ' Purasaiwakkam', ' Kellys', ' Kilpauk Gardens', ' Chinthamani', ' Thirumangalam', '']",8,1,0,0,87
558,nan,unknown,unknown,Collector nagar,['Collector nagar'],1,0,0,0,8
559,7H xt,broadway,ambattur i.e,"Central R.S, Vepery, Purasaiwakkam, Kellys, Kilpauk Gardens, Chinthamani, Thirumangalam, Wavin","['Central R.S', ' Vepery', ' Purasaiwakkam', ' Kellys', ' Kilpauk Gardens', ' Chinthamani', ' Thirumangalam', ' Wavin']",8,0,0,0,70
560,7K,t.nagar,taramani,"Saidapet, Anna university, CPT, WPT,Tidel park","['Saidapet', ' Anna university', ' CPT', ' WPT', 'Tidel park']",5,0,0,0,25
561,7M,broadway,mogappair west,"Central R.S, Vepery, Purasaiwakkam, Kellys, Kilpauk Gardens, Chinthamani, Thirumangalam, Vavin","['Central R.S', ' Vepery', ' Purasaiwakkam', ' Kellys', ' Kilpauk Gardens', ' Chinthamani', ' Thirumangalam', ' Vavin']",8,1,0,0,78
562,7S,thiruvanmiyur,saidapet west,"SRP Tools, Velachery, Saidapet, CIT Nagar","['SRP Tools', ' Velachery', ' Saidapet', ' CIT Nagar']",4,0,0,0,24
563,80,padappai,tambaram,Manimangalam,['Manimangalam'],1,0,0,1,67
564,88A,high court,nandambakkam,"Sirukalathur, Kundrathur,Koovoor,Periyapannicherry,Baikadai,Porur, Valasarawakkam, Virugambakkam, Vadapalani, Liberty, Gemini, LIC, Central R.S","['Sirukalathur', ' Kundrathur', 'Koovoor', 'Periyapannicherry', 'Baikadai', 'Porur', ' Valasarawakkam', ' Virugambakkam', ' Vadapalani', ' Liberty', ' Gemini', ' LIC', ' Central R.S']",13,0,0,0,89
565,88C,kundrathur,high court,"Koovoor, Periyapannicherry, Baikadai, Porur, Guindy, Saidapet, DMS, TVS, Central R.S","['Koovoor', ' Periyapannicherry', ' Baikadai', ' Porur', ' Guindy', ' Saidapet', ' DMS', ' TVS', ' Central R.S']",9,0,0,0,34
566,88D,kundrathur,saidapet west,"Koovoor, Periyapannicherry, Baikadai, Porur, Guindy, Saidapet, Srinivasa Theater","['Koovoor', ' Periyapannicherry', ' Baikadai', ' Porur', ' Guindy', ' Saidapet', ' Srinivasa Theater']",7,0,0,0,51
567,88E,kundrathur,ekkadttuthangal,"Koovoor, Periyapannicherry, Baikadai, Porur, Guindy","['Koovoor', ' Periyapannicherry', ' Baikadai', ' Porur', ' Guindy']",5,0,0,1,61
568,88K,kundrathur,high court,"Koovoor, Periyapannicherry, Baikadai, Porur, Guindy, Saidapet, DMS, TVS, Central R.S","['Koovoor', ' Periyapannicherry', ' Baikadai', ' Porur', ' Guindy', ' Saidapet', ' DMS', ' TVS', ' Central R.S']",9,1,0,0,3
569,88L,t.nagar,periyar colony,"Gunidy, Porur, Kundrathur","['Gunidy', ' Porur', ' Kundrathur']",3,0,0,0,28
570,88M,high court,somangalam,"Gunidy, Porur, Kundrathur","['Gunidy', ' Porur', ' Kundrathur']",3,0,0,0,45
571,88R,high court,amarambedu,"Gunidy, Porur, Kundrathur, Somangalam","['Gunidy', ' Porur', ' Kundrathur', ' Somangalam']",4,0,0,0,53
572,8A,tollgate,periyar nagar,"Tondiarpet, V.Nagar, Regal, Choolai P.O, Otteri,Jamalaya, Venus","['Tondiarpet', ' V.Nagar', ' Regal', ' Choolai P.O', ' Otteri', 'Jamalaya', ' Venus']",7,0,0,1,21
573,8B,high court,t.v.k nagar,"Parrys, V.Nagar, Puliantope, Pattalam, Jamalaya, Venus","['Parrys', ' V.Nagar', ' Puliantope', ' Pattalam', ' Jamalaya', ' Venus']",6,0,0,0,49
574,9M,t.nagar,a.g.s office colony,"Saidapet, Guindy, NGO Colony, Brindavan nagar, Kakkan Bridge","['Saidapet', ' Guindy', ' NGO Colony', ' Brindavan nagar', ' Kakkan Bridge']",5,0,0,0,95
575,A1,thiruvanmiyur,central r.s,"Adyar, Mylapore, Royapettah","['Adyar', ' Mylapore', ' Royapettah']",3,1,0,0,55
576,A1 xt,okkiam thorapakkam,central r.s,"SRP Tools, Thiruvanmiyur, Adyar, Mylapore, Royapettah","['SRP Tools', ' Thiruvanmiyur', ' Adyar', ' Mylapore', ' Royapettah']",5,0,0,0,41
577,A1 xt,broadway,kovalam,"Central, LIC, Royapettah, Luz, Mylapore, Mandaveli, AMS, Adyar, Thiruvanmiyur, Kottivakkam, Palavakkam, Neelangarai, Injambakkam, Uthandi, Kanathur, Muttukadu boat yard","['Central', ' LIC', ' Royapettah', ' Luz', ' Mylapore', ' Mandaveli', ' AMS', ' Adyar', ' Thiruvanmiyur', ' Kottivakkam', ' Palavakkam', ' Neelangarai', ' Injambakkam', ' Uthandi', ' Kanathur', ' Muttukadu boat yard']",16,0,0,0,44
578,A11,broadway,t.nagar,Teynampet,['Teynampet'],1,0,0,0,81
579,A147,thiruvanmiyur,avadi,"Adyar, T.Nagar, Pushpa Nagar, Ambattur I.E, Collector Nagar","['Adyar', ' T.Nagar', ' Pushpa Nagar', ' Ambattur I.E', ' Collector Nagar']",5,0,0,0,3
580,A18,vandalur zoo,high court,"LIC, TVS, Saidapet, Guindy, Pallavaram, Chromepet, Tambaram","['LIC', ' TVS', ' Saidapet', ' Guindy', ' Pallavaram', ' Chromepet', ' Tambaram']",7,1,1,0,56
581,A19,shozhinganallur,madhya kailash,"Thoraippakkam, SRP, Tidel Park","['Thoraippakkam', ' SRP', ' Tidel Park']",3,0,0,0,31
