route_id,bus_number,starting_point,ending_point,via,via_stops,bus_count,high_frequency_route,night_service_route,low_frequency_route,rainfall_index
367,54V,t.nagar,veppampattu,"Sri ram Engg college,Perumalpattu, Ramasamy nagar, Periyakottambedu, Pudhuchatiram, Vellavedu, Poonamallee, Kumananchavadi, SRMC, Porur, Guindy, Saidapet","['Sri ram Engg college', 'Perumalpattu', ' Ramasamy nagar', ' Periyakottambedu', ' Pudhuchatiram', ' Vellavedu', ' Poonamallee', ' Kumananchavadi', ' SRMC', ' Porur', ' Guindy', ' Saidapet']",12,0,0,0,50
368,55,tambaram,mannivakkam/ vandalur gate,"Old Perugalathur, Mudichur","['Old Perugalathur', ' Mudichur']",2,0,0,0,79
369,551,velachery,t. acharavakkam,"Medavakkam,Sithalapakkam Koot road, Kovilancherry, Madurapakkam, Ponmar, Mambakkam, Kayar, Vembedu, Chembakkam Village","['Medavakkam', 'Sithalapakkam Koot road', ' Kovilancherry', ' Madurapakkam', ' Ponmar', ' Mambakkam', ' Kayar', ' Vembedu', ' Chembakkam Village']",9,0,0,1,14
370,551A,east tambaram,kelambakkam,"CampRoad, Medavakkam, Ponmar, Mambakkam, Pudupakkam, Chettinad Hospital","['CampRoad', ' Medavakkam', ' Ponmar', ' Mambakkam', ' Pudupakkam', ' Chettinad Hospital']",6,0,0,0,11
371,552,velachery,maraimalai nagar,Guindy,['Guindy'],1,0,0,0,31
372,552K,kilkattalai,thirupporur,"Medavakkam, Sholinganallur, Kelambakkam","['Medavakkam', ' Sholinganallur', ' Kelambakkam']",3,0,0,0,93
373,553,sriperumbudur,broadway,"Central R.S, KMC, Kumananchavadi, Poonamallee, Irrungattukottai","['Central R.S', ' KMC', ' Kumananchavadi', ' Poonamallee', ' Irrungattukottai']",5,0,0,0,55
374,553A,sriperumbudur,cmbt,"Mathruvayoil, Kumananchavadi, Poonamallee, Irrungattukottai","['Mathruvayoil', ' Kumananchavadi', ' Poonamallee', ' Irrungattukottai']",4,0,0,0,11
375,553K,sriperumbudur,poonamallee,"Chembarambakkam, Thandalam Koot road, Irrungattukottai, Pennalur EB","['Chembarambakkam', ' Thandalam Koot road', ' Irrungattukottai', ' Pennalur EB']",4,0,0,1,80
376,554,sunguvarchatiram,t. nagar,"Saidapet, Guindy, Porur, Kumananchavadi, Poonamallee, Irrungattukottai,Sriperumbudur","['Saidapet', ' Guindy', ' Porur', ' Kumananchavadi', ' Poonamallee', ' Irrungattukottai', 'Sriperumbudur']",7,1,0,0,21
377,554A,sriperumbudur,puzhuthivakkam,"Guindy, Porur, Kumananchavadi, Poonamallee, Irrungattukottai","['Guindy', ' Porur', ' Kumananchavadi', ' Poonamallee', ' Irrungattukottai']",5,0,0,1,57
378,554B,ekkaduthangal,sunguvarchatram,"Porur, Kumananchavadi, Poonamallee, Irrungattukottai, Sriperumbudur","['Porur', ' Kumananchavadi', ' Poonamallee', ' Irrungattukottai', ' Sriperumbudur']",5,0,0,1,85
379,555,tambaram,thirupporur,"Vandalur,Kandigai,Kelambakkam","['Vandalur', 'Kandigai', 'Kelambakkam']",3,0,0,0,62
380,555G,guduvanchery,kelambakkam,"Urapakkam, Vandalur, Mambakkam","['Urapakkam', ' Vandalur', ' Mambakkam']",3,0,0,1,43
381,555M,tambaram,thirupporur,"Kolapakkam, Mambakkam, Kayar, Vembedu","['Kolapakkam', ' Mambakkam', ' Kayar', ' Vembedu']",4,0,0,1,76
382,555N,tambaram,thirupporur,Guduvanchery,['Guduvanchery'],1,0,0,1,1
383,555P,padappai,kelambakkam,"Karasangal, Vandalur, Mambakkam","['Karasangal', ' Vandalur', ' Mambakkam']",3,0,0,1,84
384,556,thiruvottiyur,kattupalli,"ERNAVOOR GATE, SATHIYAMOORTHY NAGAR, ANDAKUPPAM, ATHIPATTU PUDHUNAGAR, ENNORETMALPOWSTN, L&T HARBOUR, KATTUPALLI VILLAGE","['ERNAVOOR GATE', ' SATHIYAMOORTHY NAGAR', ' ANDAKUPPAM', ' ATHIPATTU PUDHUNAGAR', ' ENNORETMALPOWSTN', ' L&T HARBOUR', ' KATTUPALLI VILLAGE']",7,0,0,1,22
385,557,broadway,gummidipoondi,"Beach R.S, Mint, Vyasarpadi, Moolakadai, Red Hills, Thachur Koot Road, Puduvayal, Kavarapettai","['Beach R.S', ' Mint', ' Vyasarpadi', ' Moolakadai', ' Red Hills', ' Thachur Koot Road', ' Puduvayal', ' Kavarapettai']",8,0,0,0,95
386,557A,v nagar,rettambedu,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai, Thachur Koot Road, Puduvayal, Kavarapettai","['Basin Bridge', ' Vyasarpadi', ' Moolakadai', ' Puzhal', ' Red Hills', ' Karanodai', ' Thachur Koot Road', ' Puduvayal', ' Kavarapettai']",9,0,0,0,57
387,557C,red hills,kallur,"Karanodai, Thachur Koot Road, Puduvayal, Kavarapettai, Gummidipoondi R.S., Elavur, Kuppam, Chinna Mangodu","['Karanodai', ' Thachur Koot Road', ' Puduvayal', ' Kavarapettai', ' Gummidipoondi R.S.', ' Elavur', ' Kuppam', ' Chinna Mangodu']",8,0,0,0,75
388,557M,red hills,madarpakkam,"Karanodai, Thachur Koot Road, Puduvayal, Kavarapettai, Gummidipoondi, Equavarpalayam, Pathirivedu","['Karanodai', ' Thachur Koot Road', ' Puduvayal', ' Kavarapettai', ' Gummidipoondi', ' Equavarpalayam', ' Pathirivedu']",7,0,0,0,61
389,558,v.nagar,ponneri,"Red Hills, Karanodai","['Red Hills', ' Karanodai']",2,0,0,0,17
390,558A,redhills,minjur,Karanodai,['Karanodai'],1,0,0,0,28
391,558B,moolakadai,pazhaverkadu,"Madhavaram, Redhills, Karanodai, Ponneri, Kanchivoyal, Thirupalaivanam, Perliyambakkam, Pulicut","['Madhavaram', ' Redhills', ' Karanodai', ' Ponneri', ' Kanchivoyal', ' Thirupalaivanam', ' Perliyambakkam', ' Pulicut']",8,0,0,0,94
392,558L,cmbt,minjur,"Redhills, Karanodai, Ponneri","['Redhills', ' Karanodai', ' Ponneri']",3,0,0,0,6
393,558M,red hills,minjur n.t.,,[],0,0,0,0,31
394,558P,v.nagar,perumbedukuppam,"Vysarpadi, Moolakadai, Madhavaram, Redhills, Karanodai, Ponneri, Chinnakuvanam, Perumbedu","['Vysarpadi', ' Moolakadai', ' Madhavaram', ' Redhills', ' Karanodai', ' Ponneri', ' Chinnakuvanam', ' Perumbedu']",8,0,0,0,100
395,55A,pallavaram,pazhanthandalam,"Nagalkeni, Thiruneermalai, Thirumudivakkam","['Nagalkeni', ' Thiruneermalai', ' Thirumudivakkam']",3,0,0,0,96
396,55B,guduvancherry,pazhanthandalam,"Oorapakkam, Vandalur Zoo, Perugalathur, Tambaram,Kannadapalayam","['Oorapakkam', ' Vandalur Zoo', ' Perugalathur', ' Tambaram', 'Kannadapalayam']",5,0,0,0,75
397,55C,tambaram,sonalur/pudur,"Perugalathur, Vandalur Zoo, Kolapakkam, Rathnamangalam, Kandigai,Melkottaiyur","['Perugalathur', ' Vandalur Zoo', ' Kolapakkam', ' Rathnamangalam', ' Kandigai', 'Melkottaiyur']",6,0,0,0,24
398,55D,tambaram,keerapakkam,"Perugalathur, Sadhanapuram, Nedugudram, Kolapakkam, Rathnamangalam, Kandigai","['Perugalathur', ' Sadhanapuram', ' Nedugudram', ' Kolapakkam', ' Rathnamangalam', ' Kandigai']",6,0,0,0,44
399,55G,tambaram,vengambakkam,"Perugalathur, Sadhanapuram, Nedugudram, Kolapakkam, Vengambakkam koot road","['Perugalathur', ' Sadhanapuram', ' Nedugudram', ' Kolapakkam', ' Vengambakkam koot road']",5,0,0,0,66
400,55J,tambaram,poonamallee,"Kadapery, Thiruneermalai, Burma Colony, Vazhuthulapedu, Kundrathur Murugan koil, Kundrathur, Mangadu, Kumanan chavadi","['Kadapery', ' Thiruneermalai', ' Burma Colony', ' Vazhuthulapedu', ' Kundrathur Murugan koil', ' Kundrathur', ' Mangadu', ' Kumanan chavadi']",8,0,0,0,76
401,55K,tambaram,poonamallee,"Tambaram Sanatorium, Chrompet, Pallavaram, Pammal Kamarajapuram, Thiruneermalai, Kundrathur Murugan koil, Kundrathur, Mangadu, Kumanan chavadi","['Tambaram Sanatorium', ' Chrompet', ' Pallavaram', ' Pammal Kamarajapuram', ' Thiruneermalai', ' Kundrathur Murugan koil', ' Kundrathur', ' Mangadu', ' Kumanan chavadi']",9,0,0,0,25
402,56,broadway,kargil nagar,"V.Nagar, Tondiarpet, Thiruvottriyur, Sathyamoorthy nagar","['V.Nagar', ' Tondiarpet', ' Thiruvottriyur', ' Sathyamoorthy nagar']",4,1,0,0,87
403,56 xt,broadway,ennore,"V.Nagar, Tondiarpet, Thiruvottriyur, Ernavoor, Ashok Leyland","['V.Nagar', ' Tondiarpet', ' Thiruvottriyur', ' Ernavoor', ' Ashok Leyland']",5,1,1,0,83
404,562,ambattur estate,thandalam,"Periyapalayam, Red Hills, Puzhal, Pudur, Ambattur OT","['Periyapalayam', ' Red Hills', ' Puzhal', ' Pudur', ' Ambattur OT']",5,0,0,1,14
405,562A,red hills,sriperumbudur,"Puzhal, Pudur, Ambattur OT, Avadi, Karaiyanchavadi, Poonammallee, Irrunkatturkottai","['Puzhal', ' Pudur', ' Ambattur OT', ' Avadi', ' Karaiyanchavadi', ' Poonammallee', ' Irrunkatturkottai']",7,0,0,0,10
406,562B,poonamallee,ponneri,"Janappan chathram x Road, Karanodai, Red Hills, Puzhal, Ambattur OT, Avadi, Karaiyanchavadi","['Janappan chathram x Road', ' Karanodai', ' Red Hills', ' Puzhal', ' Ambattur OT', ' Avadi', ' Karaiyanchavadi']",7,0,0,0,68
407,563,ambattur i.e,periyapalayam,"Ambattur OT, Avadi, Pattabiram","['Ambattur OT', ' Avadi', ' Pattabiram']",3,0,0,0,89
408,565,pattabiram,sriperumbudur,"Avadi, Govardhanagiri, Karaiyanchavadi, Poonamallee, Irrunkatturkottai","['Avadi', ' Govardhanagiri', ' Karaiyanchavadi', ' Poonamallee', ' Irrunkatturkottai']",5,0,0,0,52
409,565A,avadi,sunguvarchatiram,"Govardhanagiri, Karaiyanchavadi, Poonamallee, Irrunkatturkottai, Sriperumbudur","['Govardhanagiri', ' Karaiyanchavadi', ' Poonamallee', ' Irrunkatturkottai', ' Sriperumbudur']",5,0,0,0,0
410,566,kundrathur,thirupporur,"Anakaputhur, Pammal, Pallavaram, Chrompet, Tambaram Sanatorium, Tambaram, Vandalur, Kandigai, Mambakkam, Pudhupakkam, Chettinad Hospital, Kelambakkam","['Anakaputhur', ' Pammal', ' Pallavaram', ' Chrompet', ' Tambaram Sanatorium', ' Tambaram', ' Vandalur', ' Kandigai', ' Mambakkam', ' Pudhupakkam', ' Chettinad Hospital', ' Kelambakkam']",12,0,0,0,52
411,566A,tambaram,thiruvallur,"Chrompet, Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Kumanan chavadi, Poonamallee, Thirumazhisai, Vellavedu, Nemam, Pudhuchatiram, Mettukandigai, Arnavoyal kuppam, Arnavoyal, Murkancherry, Manavalan Nagar","['Chrompet', ' Pallavaram', ' Pammal', ' Anakaputhur', ' Kundrathur', ' Mangadu', ' Kumanan chavadi', ' Poonamallee', ' Thirumazhisai', ' Vellavedu', ' Nemam', ' Pudhuchatiram', ' Mettukandigai', ' Arnavoyal kuppam', ' Arnavoyal', ' Murkancherry', ' Manavalan Nagar']",17,1,0,0,86
412,566B,pattur,kovalam,"Kundrathur, Anakaputhur, Pammal, Pallavaram, Chrompet, Tambaram Sanatorium, Tambaram, Perugalathur, Vandalur, Kandigai, Mambakkam, Pudhupakkam, Chettinad Hospital, Kelambakkam","['Kundrathur', ' Anakaputhur', ' Pammal', ' Pallavaram', ' Chrompet', ' Tambaram Sanatorium', ' Tambaram', ' Perugalathur', ' Vandalur', ' Kandigai', ' Mambakkam', ' Pudhupakkam', ' Chettinad Hospital', ' Kelambakkam']",14,0,0,0,83
413,568,adyar,mamallapuram,Rajiv Gandhi Salai,['Rajiv Gandhi Salai'],1,0,0,1,20
414,568B,thirupporur,velachery,"Sholinganallur, Kelambakkam","['Sholinganallur', ' Kelambakkam']",2,0,0,1,78
415,568C,cmbt,mamallapuram,Rajiv Gandhi Salai,['Rajiv Gandhi Salai'],1,0,0,0,12
416,568T,cmbt,thalambur,"Guindy, SRP Tools, Sholinganallur, Navalur","['Guindy', ' SRP Tools', ' Sholinganallur', ' Navalur']",4,0,0,0,99
417,56A,v nagar,ennore,,[],0,1,0,0,85
418,56D,broadway,manali,"Beach R.S, Thambuchetty St., Kalmandappam, Kasimedu, Tondirapet, Tollgate, Rajakadai, Thiruvotriyur R.S, Mattumandai","['Beach R.S', ' Thambuchetty St.', ' Kalmandappam', ' Kasimedu', ' Tondirapet', ' Tollgate', ' Rajakadai', ' Thiruvotriyur R.S', ' Mattumandai']",9,1,0,0,97
419,56N,broadway,ennore,,[],0,1,0,0,42
420,56P,broadway,minjurnew bus stand,"V. NAGAR, TONDAIAYRPET, THIRUVETRIYUR B.S, SATHIYAMOORTHY NAGAR, NAPALAYAM, MINJUR B.D.O","['V. NAGAR', ' TONDAIAYRPET', ' THIRUVETRIYUR B.S', ' SATHIYAMOORTHY NAGAR', ' NAPALAYAM', ' MINJUR B.D.O']",6,1,0,0,100
421,56T,tiruvottiyur,madhavaram,MFL,['MFL'],1,0,0,0,63
422,56W,v nagar,madhavaram,"Tondiarpet, Thiruvottriyur, MFL","['Tondiarpet', ' Thiruvottriyur', ' MFL']",3,1,0,0,47
423,57,v nagar,red hills,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal","['Basin Bridge', ' Vyasarpadi', ' Moolakadai', ' Puzhal']",4,1,1,0,77
424,570,cmbt,kelambakkam,"Vadapalani, Ashok Nagar, Guindy, Check post, Velachery, SRP tools, Perungudi, Sholinganallur, Navalur, Padur","['Vadapalani', ' Ashok Nagar', ' Guindy', ' Check post', ' Velachery', ' SRP tools', ' Perungudi', ' Sholinganallur', ' Navalur', ' Padur']",10,0,0,0,37
425,570A,ambattur estate,kelambakkam,"CMBT, Vadapalani, Ashok Nagar, Guindy, Check post, Velachery, SRP tools, Perungudi, Sholinganallur, Navalur, Padur","['CMBT', ' Vadapalani', ' Ashok Nagar', ' Guindy', ' Check post', ' Velachery', ' SRP tools', ' Perungudi', ' Sholinganallur', ' Navalur', ' Padur']",11,0,0,1,6
426,570S,cmbt,siruserisipcot,"Vadapalani, Ashok Nagar, Guindy, Check post, Velachery, SRP tools, Perungudi, Sholinganallur, Navalur","['Vadapalani', ' Ashok Nagar', ' Guindy', ' Check post', ' Velachery', ' SRP tools', ' Perungudi', ' Sholinganallur', ' Navalur']",9,0,0,0,67
427,571,thiruvallur,broadway,"Central R.S, Taylors Road, Nadhamuni, Padi, Ambattur IE, Avadi, Thirunindravur, Vepampattu, Sevapet, Kakallur","['Central R.S', ' Taylors Road', ' Nadhamuni', ' Padi', ' Ambattur IE', ' Avadi', ' Thirunindravur', ' Vepampattu', ' Sevapet', ' Kakallur']",10,0,0,0,95
428,572,thiruvallur,ambattur i.e,"Ambattur OT, Avadi, Pattabiram, Thirunindravur, Veppampattu, Sevapet, Kakallur","['Ambattur OT', ' Avadi', ' Pattabiram', ' Thirunindravur', ' Veppampattu', ' Sevapet', ' Kakallur']",7,0,0,0,3
429,572A,thiruvallur,avadi,"Pattabiram, Thirunindravur, Veppampattu, Sevapet, Kakallur","['Pattabiram', ' Thirunindravur', ' Veppampattu', ' Sevapet', ' Kakallur']",5,0,0,1,55
430,572K,kilanur,ambattur i.e,"Avadi, Pattabiram, Thirunindravur, Veppampattu, Sevapet","['Avadi', ' Pattabiram', ' Thirunindravur', ' Veppampattu', ' Sevapet']",5,0,0,1,63
431,576,t. nagar,kanchipuram,"Saidepet, Guindy, Porur, Poonamallee, Irrungattukottai, Sriperumbudur, Sunguvarchathiram, Pillai chatiram, Kamakshi Temple","['Saidepet', ' Guindy', ' Porur', ' Poonamallee', ' Irrungattukottai', ' Sriperumbudur', ' Sunguvarchathiram', ' Pillai chatiram', ' Kamakshi Temple']",9,0,0,0,21
432,577,mandaveli,chengalpattu,"Singaperumal Koil, Maraimalai nagar IE, Guduvancherry, Vandalur Zoo, Tambaram, Pallavaram, Guindy, Adyar, AMS","['Singaperumal Koil', ' Maraimalai nagar IE', ' Guduvancherry', ' Vandalur Zoo', ' Tambaram', ' Pallavaram', ' Guindy', ' Adyar', ' AMS']",9,0,0,0,96
433,578,sriperumbudur,kundrathur,"Mangadu, Kumananchavadi, Poonamallee, Chembarambakkam, Irrungattukottai","['Mangadu', ' Kumananchavadi', ' Poonamallee', ' Chembarambakkam', ' Irrungattukottai']",5,0,0,0,0
434,578A,sriperumbudur,vadapalani,"Virugambakkam, Valasarawakkam, Porur, Kovoor, Kundrathur, Somangalam, Nallur, Sumtheramedu Koot road, Pillaipakkam, Pattunool Chatiram","['Virugambakkam', ' Valasarawakkam', ' Porur', ' Kovoor', ' Kundrathur', ' Somangalam', ' Nallur', ' Sumtheramedu Koot road', ' Pillaipakkam', ' Pattunool Chatiram']",10,0,0,0,7
435,578P,poonamallee,elampakkam,"Chembarambakkam, Irunkattukottai, Pennalur EB, Sriperumbudur, Mambakkam, Vadamangalam, Thirumangalam, S.V.Chatiram, Maduramangalam Koot road, Pudhupattu","['Chembarambakkam', ' Irunkattukottai', ' Pennalur EB', ' Sriperumbudur', ' Mambakkam', ' Vadamangalam', ' Thirumangalam', ' S.V.Chatiram', ' Maduramangalam Koot road', ' Pudhupattu']",10,0,0,0,71
436,579,padappai,broadway,"Karasangal, Mudichur, Tambaram, Pallavaram, Guindy, Saidapet, LIC","['Karasangal', ' Mudichur', ' Tambaram', ' Pallavaram', ' Guindy', ' Saidapet', ' LIC']",7,0,0,0,87
437,579A,tambaram,wallajabad,"Mudichur, Karasangal, Padappai, Oragadam Koot Road","['Mudichur', ' Karasangal', ' Padappai', ' Oragadam Koot Road']",4,1,0,0,99
438,579V,padappai,velachery,"Mudichur, Tambaram, Chrompet, Eachangadu, Kilkattalai, Madipakkam, Ram Nagar","['Mudichur', ' Tambaram', ' Chrompet', ' Eachangadu', ' Kilkattalai', ' Madipakkam', ' Ram Nagar']",7,0,0,1,77
439,57F,high court,karanodai,"Beach R.S, Stanley, Mint, Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red hills","['Beach R.S', ' Stanley', ' Mint', ' Basin Bridge', ' Vyasarpadi', ' Moolakadai', ' Puzhal', ' Red hills']",8,1,1,0,92
440,580,avadi,arani,"Pattabiram, Thiruninravur, Pakkam, Tamaraipakkam, Vadamadurai, Periyapalayam Koot road","['Pattabiram', ' Thiruninravur', ' Pakkam', ' Tamaraipakkam', ' Vadamadurai', ' Periyapalayam Koot road']",6,1,0,0,31
441,580M,avadi,malanthur,"Pattabiram, Thiruninravur, Pakkam, Tamaraipakkam, Vengal, Vengal Koot road","['Pattabiram', ' Thiruninravur', ' Pakkam', ' Tamaraipakkam', ' Vengal', ' Vengal Koot road']",6,0,0,1,99
442,580P,poonamallee,periyapalayam,"Thirumazhisai, Vellavedu, Pudhuchatiram, Periyakottambedu, Kosavapalayam, Thiruninravur, Pakkam, Tamaraipakkam, Vadamadurai","['Thirumazhisai', ' Vellavedu', ' Pudhuchatiram', ' Periyakottambedu', ' Kosavapalayam', ' Thiruninravur', ' Pakkam', ' Tamaraipakkam', ' Vadamadurai']",9,0,0,0,67
443,582,t. nagar,vallakkottai,"Saidapet, Guindy, Porur, Poonamallee, Sriperumbudur, Bhondur, Pattunul Chatiram","['Saidapet', ' Guindy', ' Porur', ' Poonamallee', ' Sriperumbudur', ' Bhondur', ' Pattunul Chatiram']",7,0,0,0,95
444,583,sriperumbudur,tambaram,"Mudichur, Padappai, Serapanacherri, Oragadam, Vallakottai, Pondur","['Mudichur', ' Padappai', ' Serapanacherri', ' Oragadam', ' Vallakottai', ' Pondur']",6,1,0,0,86
445,583A,sriperumbudur,thiruvallur,"Manavalan Nagar, MELNALLATHUR, KIZH NALLATHUR, POLIVAKKAM, KATTU KOOT ROAD","['Manavalan Nagar', ' MELNALLATHUR', ' KIZH NALLATHUR', ' POLIVAKKAM', ' KATTU KOOT ROAD']",5,1,0,0,14
446,583B,tambaram,perambakkam,"Old Perungalathur, Manimangalam, Sriperumbudur, Kattu Koot road, Meppedu, Koovam","['Old Perungalathur', ' Manimangalam', ' Sriperumbudur', ' Kattu Koot road', ' Meppedu', ' Koovam']",6,0,0,1,96
447,583C,tambaram,sriperumbudur,"Mudichur, Mannivakkam, Karasangal, Manimangalam","['Mudichur', ' Mannivakkam', ' Karasangal', ' Manimangalam']",4,0,0,0,86
448,583D,tambaram,sriperumbudur,"Old Perungalathur, Manimangalam, Mullai Nagar","['Old Perungalathur', ' Manimangalam', ' Mullai Nagar']",3,0,0,1,61
449,583E,pallavaram,vallakkottai,"Tambaram, Mudichur, Padappai, Serapanancherri, Oragadam, Maathur","['Tambaram', ' Mudichur', ' Padappai', ' Serapanancherri', ' Oragadam', ' Maathur']",6,0,0,0,74
450,583P,pondhur,tambaram,"Serapanancherri, Padappai, Mannivakkam, Mudichur","['Serapanancherri', ' Padappai', ' Mannivakkam', ' Mudichur']",4,0,0,1,87
451,587,broadway,thirupporur,"Marina,Thiruvamiyur,ECR,Kelambakkam","['Marina', 'Thiruvamiyur', 'ECR', 'Kelambakkam']",4,0,0,0,68
452,588,mamallapuram,adyar,"Thiruvanmiyur, Injambakkam, Kovalam, Thiruvedanthai, Vadanemili","['Thiruvanmiyur', ' Injambakkam', ' Kovalam', ' Thiruvedanthai', ' Vadanemili']",5,0,0,0,38
453,588B,mamallapuram,broadway,"Marina Beach, Thiruvanmiyur, Injambakkam, Kovalam, Thiruvedanthai, Vadanemili","['Marina Beach', ' Thiruvanmiyur', ' Injambakkam', ' Kovalam', ' Thiruvedanthai', ' Vadanemili']",6,0,0,0,69
454,588C,mamallapuram,cmbt,"Vadapalani, Ashok Nagar, Guindy, Adyar, Thiruvanmiyur, Injambakkam, Kovalam, Thiruvedanthai, Vadanemili","['Vadapalani', ' Ashok Nagar', ' Guindy', ' Adyar', ' Thiruvanmiyur', ' Injambakkam', ' Kovalam', ' Thiruvedanthai', ' Vadanemili']",9,0,0,0,12
455,589,mamallapuram,velachery,"Thiruvanmiyur, Injambakkam, Kovalam, Thiruvedanthai, Vadanemili","['Thiruvanmiyur', ' Injambakkam', ' Kovalam', ' Thiruvedanthai', ' Vadanemili']",5,0,0,1,99
456,58A,broadway,red hills,"V.Nagar, Vyasarpadi, Moolakadai, Mathur","['V.Nagar', ' Vyasarpadi', ' Moolakadai', ' Mathur']",4,0,0,1,33
457,58G,broadway,gnayaru,"V.Nagar, Vyasarpadi, Moolakadai","['V.Nagar', ' Vyasarpadi', ' Moolakadai']",3,0,0,1,68
458,58H,broadway,new erumai vettipalayam,"Karanodai, RedHills, V.Nagar, Vyasarpadi, Moolakadai","['Karanodai', ' RedHills', ' V.Nagar', ' Vyasarpadi', ' Moolakadai']",5,0,0,0,61
459,59,v nagar,thiruverkadu,"Basinbridge, Elephantgate, Doveton, Purasawakam, KMC, Aminjikarai, Arumbakkam, Maduravoyal, Velappanchavadi","['Basinbridge', ' Elephantgate', ' Doveton', ' Purasawakam', ' KMC', ' Aminjikarai', ' Arumbakkam', ' Maduravoyal', ' Velappanchavadi']",9,1,0,0,74
460,591,perambakkam,t.nagar,"Guindy, Porur, Poonamallee, Thandalam, Mannur, Kattukoot rd, Mappedu, Koovam","['Guindy', ' Porur', ' Poonamallee', ' Thandalam', ' Mannur', ' Kattukoot rd', ' Mappedu', ' Koovam']",8,0,0,1,40
461,591A,perambakkam,cmbt,"Maduravoyal, Poonamallee, Thandalam, Mannur, Kattukoot rd, Mappedu","['Maduravoyal', ' Poonamallee', ' Thandalam', ' Mannur', ' Kattukoot rd', ' Mappedu']",6,0,0,0,48
462,591B,perambakkam,vadapalani,"Virugambakkam, Porur, Poonamallee, Thandalam, Mannur, Kattukoot rd, Mappedu","['Virugambakkam', ' Porur', ' Poonamallee', ' Thandalam', ' Mannur', ' Kattukoot rd', ' Mappedu']",7,0,0,1,29
463,591C,poonamallee,narasinprm m koil,"Chembarambakkam, Chetipedu, Thandalam, Mannur, Kattukoot rd, Mappedu, Perambakkam","['Chembarambakkam', ' Chetipedu', ' Thandalam', ' Mannur', ' Kattukoot rd', ' Mappedu', ' Perambakkam']",7,0,0,1,57
464,592,v nagar,periyapalayam,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai,Janappan Chathram x road, Bandikavanoor,Kannigaipair","['Basin Bridge', ' Vyasarpadi', ' Moolakadai', ' Puzhal', ' Red Hills', ' Karanodai', 'Janappan Chathram x road', ' Bandikavanoor', 'Kannigaipair']",9,0,0,0,9
465,592A,red hills,uthukkottai,"Karanodai, Thatchur Koot road,Kannigaipair, Periyapalayam","['Karanodai', ' Thatchur Koot road', 'Kannigaipair', ' Periyapalayam']",4,0,0,0,13
466,592G,v nagar,periyapalayam,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai,Pandy Kavanoor Rd JN, Kannigaipair","['Basin Bridge', ' Vyasarpadi', ' Moolakadai', ' Puzhal', ' Red Hills', ' Karanodai', 'Pandy Kavanoor Rd JN', ' Kannigaipair']",8,0,0,0,84
467,592V,v nagar,vengal,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai, Poorivakkam","['Basin Bridge', ' Vyasarpadi', ' Moolakadai', ' Puzhal', ' Red Hills', ' Karanodai', ' Poorivakkam']",7,0,0,1,36
468,593,broadway,thandalam,"Beach R.S,Stanley, Mint,Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai, Periyapalayam","['Beach R.S', 'Stanley', ' Mint', 'Basin Bridge', ' Vyasarpadi', ' Moolakadai', ' Puzhal', ' Red Hills', ' Karanodai', ' Periyapalayam']",10,0,0,0,20
469,595,pazhaverkadu,tollgate,"Thiruvottriyur, Sathyamoorthy nagar, Minjur, Kadapakkam, Thathanmanji, Perliyambakkam, Pulicut","['Thiruvottriyur', ' Sathyamoorthy nagar', ' Minjur', ' Kadapakkam', ' Thathanmanji', ' Perliyambakkam', ' Pulicut']",7,0,0,1,9
470,595A,pazhaverkadu,thiruvottiyur,"Sathyamoorthy nagar, Minjur, Kadapakkam, Thathanmanji, Perliyambakkam, Pulicut","['Sathyamoorthy nagar', ' Minjur', ' Kadapakkam', ' Thathanmanji', ' Perliyambakkam', ' Pulicut']",6,0,0,1,53
471,596,cmbt,thiruvallur,"Koyambedu, Nerkundram, Madhuravoyal, Kumanan chavadi, Poonamallee, Thirumazhisai, Vellavedu, Nemam, Pudhuchatiram, Mettukandigai, Arnavoyal kuppam, Arnavoyal, Murkancherry, Manavalan Nagar","['Koyambedu', ' Nerkundram', ' Madhuravoyal', ' Kumanan chavadi', ' Poonamallee', ' Thirumazhisai', ' Vellavedu', ' Nemam', ' Pudhuchatiram', ' Mettukandigai', ' Arnavoyal kuppam', ' Arnavoyal', ' Murkancherry', ' Manavalan Nagar']",14,0,0,0,0
